docno,text,education,company,title,period,qid,score
137,"• Aiding students with paradigms of machine learning, inner workings of ML algorithms and challenges in machine and deep learning.","[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Arizona State University Part-time,Graduate Services Assistant,Sep 2021 – Present,1,-1
138,• Developed an Apple Internal Research project from an idea into a proof-of-concept while leading the project planning.,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Apple Internship,Software Engineer Intern,May 2021 – Aug 2021,1,-1
139,• Achieved industry benchmark in the NLP classification task using BERT model with python to conclude the project.,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Apple Internship,Software Engineer Intern,May 2021 – Aug 2021,1,-1
140,• Selected as the only intern out of four by the Sr. Director to present my internship work to the Vice President of my organization.,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Apple Internship,Software Engineer Intern,May 2021 – Aug 2021,1,-1
141,• Pitched the project idea for future funding to the Vice President of an Apple service.,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Apple Internship,Software Engineer Intern,May 2021 – Aug 2021,1,-1
142,"• Built pipelines in Python to run ensemble of customized learning models like CatBoost, support vector machine, neural networks etc. resulting in a common platform for all clients’ data.","[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Quadrical.ai Internship,Artificial Intelligence Developer Intern,Jul 2019 – Dec 2019,1,-1
143,• Created customer dashboards for data visualization in Tableau and PowerBI for ease of access to clients.,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Quadrical.ai Internship,Artificial Intelligence Developer Intern,Jul 2019 – Dec 2019,1,-1
144,• Analyzed data-points and worked on feature engineering of the data to improve ensemble model accuracy,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Quadrical.ai Internship,Artificial Intelligence Developer Intern,Jul 2019 – Dec 2019,1,-1
145,"• Automated on-boarding of new customers using Java and DFC for back-end and Microsoft PowerApps for front-end and henceforth reducing manual labor of 1200-1500 hours ($100,000 - $150,000) per year.","[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Fidelity Investments,Independent Contractor,May 2018 – Jul 2018,1,-1
146,• Yielded further improvement in terms of saving time by adding a recommender system to the application.,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",Fidelity Investments,Independent Contractor,May 2018 – Jul 2018,1,-1
147,"• Developed a python pipeline for comparison of various machine learning algorithms like linear and logistic regressions, support vector machine, random forest etc. to shift the Search Engine Marketing paradigm from logic-based to learning-based implementation.","[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",NetElixir Internship,Summer Intern,May 2017 – Jun 2017,1,-1
148,• Adapted design changes for NetElixir blog for a better customer experience.,"[{""school"": ""Arizona State University"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Malaviya National Insitute of Technology Jaipur"", ""degree"": ""Bachelor of Technology (B.Tech.)"", ""major"": ""Computer Science"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Maharani Gayatri Devi Girls' School, Jaipur"", ""degree"": ""Marticulation"", ""major"": ""Science"", ""period"": ""2003 \u2013 2015""}]",NetElixir Internship,Summer Intern,May 2017 – Jun 2017,1,-1
149,• Used Scala and Apache Spark to create and debug ETL jobs; improved data processing efficiency by 200%,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Master of Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Non-Degree Student"", ""major"": ""Computer Science"", ""period"": ""2019 \u2013 2019""}, {""school"": ""Fu Jen Catholic University"", ""degree"": ""Non-Degree Student"", ""major"": ""Information Management"", ""period"": ""2019 \u2013 2020""}]",SAGE Technologies Limited Full-time,Technical Consultant,May 2018 – Jul 2019,1,1
150,• Set up a data collection system using Python and Scrapy Framework to parse 15+ websites,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Master of Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Non-Degree Student"", ""major"": ""Computer Science"", ""period"": ""2019 \u2013 2019""}, {""school"": ""Fu Jen Catholic University"", ""degree"": ""Non-Degree Student"", ""major"": ""Information Management"", ""period"": ""2019 \u2013 2020""}]",SAGE Technologies Limited Full-time,Technical Consultant,May 2018 – Jul 2019,1,-1
151,• Developed 8 front-end and back-end modules using Python on Django Web Framework,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Master of Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Non-Degree Student"", ""major"": ""Computer Science"", ""period"": ""2019 \u2013 2019""}, {""school"": ""Fu Jen Catholic University"", ""degree"": ""Non-Degree Student"", ""major"": ""Information Management"", ""period"": ""2019 \u2013 2020""}]",SAGE Technologies Limited Full-time,Technical Consultant,May 2018 – Jul 2019,1,-1
152,"• Wrote stored procedures, functions, and packages using PL/SQL, reducing project time by 25%","[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Master of Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Non-Degree Student"", ""major"": ""Computer Science"", ""period"": ""2019 \u2013 2019""}, {""school"": ""Fu Jen Catholic University"", ""degree"": ""Non-Degree Student"", ""major"": ""Information Management"", ""period"": ""2019 \u2013 2020""}]",SAGE Technologies Limited Full-time,Technical Consultant,May 2018 – Jul 2019,1,2
153,• Implemented 15 interactive visual analytics in the form of dashboards with Tableau Desktop,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Master of Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Non-Degree Student"", ""major"": ""Computer Science"", ""period"": ""2019 \u2013 2019""}, {""school"": ""Fu Jen Catholic University"", ""degree"": ""Non-Degree Student"", ""major"": ""Information Management"", ""period"": ""2019 \u2013 2020""}]",SAGE Technologies Limited Full-time,Technical Consultant,May 2018 – Jul 2019,1,-1
154,"• Nudity & Sexual Content Moderation System: Responsible for improving BIGO nudity & sexual content detection system, improved and contributed 5 models, built a RESTful server with flask server to run the model and recorded the analysis results in Mysql, successfully reduced the volume of human moderators' review by 30%, took down offensive or inappropriate live steaming by 12%, ensured safer and better user experience.","[{""school"": ""Cornell University"", ""degree"": ""MEng"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Shandong University"", ""degree"": ""Bachelor"", ""major"": ""Automation"", ""period"": ""2016 \u2013 2020""}]",BIGO Internship,Computer Vision Engineer,Jan 2021 – Jul 2021,1,2
155,"• Child Safety Moderation System: Analyzed 500+ valid cases, designed age model to restrict the age of streamer, deploy the server on AWS EC2 instances to support load balance and scalability, decreased the number of minor steamer by 80%, developed child safety model to take down inappropriate child-related content.","[{""school"": ""Cornell University"", ""degree"": ""MEng"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Shandong University"", ""degree"": ""Bachelor"", ""major"": ""Automation"", ""period"": ""2016 \u2013 2020""}]",BIGO Internship,Computer Vision Engineer,Jan 2021 – Jul 2021,1,-1
